,market_caps,BTCD
2022-01-01 08:00:00,876192941903.0961,39.75064820319471
2022-01-02 08:00:00,904551946917.3206,39.85354234720543
2022-01-03 08:00:00,897536090320.9355,39.43914009164139
2022-01-04 08:00:00,880330191985.1965,39.284926884840694
2022-01-05 08:00:00,876242689666.1957,39.09166613865104
2022-01-06 08:00:00,827723202715.1049,39.17997267242577
2022-01-07 08:00:00,819522879407.0583,39.23752142865109
2022-01-08 08:00:00,787735561341.1113,39.688259160142366
2022-01-09 08:00:00,792892599975.9554,40.31241964410719
2022-01-10 08:00:00,791648558214.5575,39.99801655603507
2022-01-11 08:00:00,792407724467.5966,40.57254239264434
2022-01-12 08:00:00,809621515508.4065,39.98383166770917
2022-01-13 08:00:00,832460077955.3481,39.56034069513833
2022-01-14 08:00:00,806510860231.8285,39.51421835229255
2022-01-15 08:00:00,816129314317.4397,39.386529478043144
2022-01-16 08:00:00,816800318526.6782,39.20534976727923
2022-01-17 08:00:00,816325578941.135,38.979043134560705
2022-01-18 08:00:00,800822650383.9624,39.36079353167421
2022-01-19 08:00:00,803962100417.9756,39.769455918560126
2022-01-20 08:00:00,790507925308.7825,39.90054014243764
2022-01-21 08:00:00,774235809673.4731,40.095061504429815
2022-01-22 08:00:00,692855029162.9379,40.501891759016196
2022-01-23 08:00:00,666220701468.4846,41.16172977160737
2022-01-24 08:00:00,687575973800.0704,40.71967992387987
2022-01-25 08:00:00,696465421899.37,41.68259518370609
2022-01-26 08:00:00,700571452648.8236,41.574074184373764
2022-01-27 08:00:00,700165819656.2855,41.54616799886643
2022-01-28 08:00:00,702311456032.8538,41.94981634322561
2022-01-29 08:00:00,717026944842.8334,41.90252860982058
2022-01-30 08:00:00,722829009646.1814,41.71013547625533
2022-01-31 08:00:00,719570142321.8397,41.83326917324682
2022-02-01 08:00:00,727905398095.9747,41.60099896039016
2022-02-02 08:00:00,736102274236.6057,41.23839296184291
2022-02-03 08:00:00,700645616423.8325,40.9852061300261
2022-02-04 08:00:00,703003347951.7092,41.00394181456942
2022-02-05 08:00:00,777355085535.6107,41.61900790524592
2022-02-06 08:00:00,786295053042.2418,41.38061837354756
2022-02-07 08:00:00,804942041477.0581,41.53356705957133
2022-02-08 08:00:00,833392518214.8341,41.43926510349226
2022-02-09 08:00:00,837406846076.2306,41.769332338852735
2022-02-10 08:00:00,841339973338.8694,41.32843576936831
2022-02-11 08:00:00,826942197610.3904,41.818740718041134
2022-02-12 08:00:00,803706779791.898,42.33726121100304
2022-02-13 08:00:00,799547462142.6093,42.243800311025446
2022-02-14 08:00:00,802059713029.3901,42.46013578600387
2022-02-15 08:00:00,808280617642.0496,42.43477371738085
2022-02-16 08:00:00,848321283143.9929,42.07159532104033
2022-02-17 08:00:00,836256083783.791,41.94464256142192
2022-02-18 08:00:00,770096677778.6456,41.64054320133461
2022-02-19 08:00:00,759881874201.3011,41.72173734825452
2022-02-20 08:00:00,761447243939.9269,41.82985344949822
2022-02-21 08:00:00,730381814665.4404,41.757243173711814
2022-02-22 08:00:00,703004241590.1829,41.78538154636962
2022-02-23 08:00:00,727094284067.6588,41.94984970513471
2022-02-24 08:00:00,708829287814.1068,41.66268207696208
2022-02-25 08:00:00,727657714638.0917,42.36977002813669
2022-02-26 08:00:00,745763194704.1796,41.71378106062995
2022-02-27 08:00:00,741083625917.93,41.5783273105191
2022-02-28 08:00:00,717619764688.0872,41.73576719984275
2022-03-01 08:00:00,819019441071.749,42.84937381645931
2022-03-02 08:00:00,841254375272.0455,43.1708801577362
2022-03-03 08:00:00,834437956671.6672,43.086041581465814
2022-03-04 08:00:00,807454920681.7217,42.86967068977762
2022-03-05 08:00:00,743810477766.2219,42.312515861362876
2022-03-06 08:00:00,748197160856.1006,42.042602374739666
2022-03-07 08:00:00,729501899968.2964,42.278664220246
2022-03-08 08:00:00,723198804467.6718,42.41945870362235
2022-03-09 08:00:00,735453953725.9198,42.331621674385175
2022-03-10 08:00:00,796849504897.2562,43.10320145195557
2022-03-11 08:00:00,749384110700.1091,42.441771751757976
2022-03-12 08:00:00,738267961692.6816,42.29735110777666
2022-03-13 08:00:00,738456528057.6692,42.280550020076376
2022-03-14 08:00:00,718551088031.3688,42.14691965286807
2022-03-15 08:00:00,751354026218.9767,42.71907694546189
2022-03-16 08:00:00,747642430663.595,42.470713808353835
2022-03-17 08:00:00,779761001844.4108,42.569756661707544
2022-03-18 08:00:00,778474325709.8895,42.29629897966495
2022-03-19 08:00:00,794378970588.3145,42.1355215218382
2022-03-20 08:00:00,800887993391.0255,42.02929325945462
2022-03-21 08:00:00,784054464871.6631,42.04412274256349
2022-03-22 08:00:00,779205413378.8728,41.60151175622575
2022-03-23 08:00:00,803937099701.4115,41.859481187677886
2022-03-24 08:00:00,810894331277.664,41.56758128164039
2022-03-25 08:00:00,834251096724.507,41.760507158749185
2022-03-26 08:00:00,842031938721.7855,42.229719163600464
2022-03-27 08:00:00,845235093872.7649,41.945137960688264
2022-03-28 08:00:00,887283025181.1342,42.252461234121704
2022-03-29 08:00:00,892747620147.7012,42.153024372388934
2022-03-30 08:00:00,901430001888.9999,41.9114200849808
2022-03-31 08:00:00,895356010540.8462,41.52147474477155
2022-04-01 08:00:00,865010142444.9791,41.34926775055071
2022-04-02 08:00:00,879144224206.3806,40.869377768818296
2022-04-03 08:00:00,871050305858.7916,40.613177120928825
2022-04-04 08:00:00,882346640419.069,40.54428138742594
2022-04-05 08:00:00,885584977681.2438,40.78524152209542
2022-04-06 08:00:00,867247321783.443,40.71280419954124
2022-04-07 08:00:00,820983263462.4961,41.13229329393429
2022-04-08 08:00:00,827032889944.6309,40.790130022537866
2022-04-09 08:00:00,804272478980.6077,40.89952904539705
2022-04-10 08:00:00,812734148492.5116,40.6594607185496
2022-04-11 08:00:00,803574629064.9272,40.61220496329642
2022-04-12 08:00:00,752680814425.1921,40.7561360538186
2022-04-13 08:00:00,764314681923.3135,40.561672272971514
2022-04-14 08:00:00,783560801481.9719,40.64886986457407
2022-04-15 08:00:00,759703443634.6515,40.44835565716988
2022-04-16 08:00:00,771666602547.5923,40.576877006020325
2022-04-17 08:00:00,770439827829.2395,40.424485516974094
2022-04-18 08:00:00,755627152747.4514,40.569810386255945
2022-04-19 08:00:00,776463403746.4385,40.68733379719603
2022-04-20 08:00:00,789141783336.2104,40.64352069585913
2022-04-21 08:00:00,787437397453.9304,40.76630764711483
2022-04-22 08:00:00,770787243369.5001,40.878079696880725
2022-04-23 08:00:00,756144456297.8489,40.46268141889083
2022-04-24 08:00:00,752414150959.3553,40.538420056576456
2022-04-25 08:00:00,752446283899.8965,40.687216829874444
2022-04-26 08:00:00,770112436973.4149,40.857097418920574
2022-04-27 08:00:00,725434540422.046,40.86135615316254
2022-04-28 08:00:00,746473028158.29,41.055910638059025
2022-04-29 08:00:00,756090806420.8264,41.259414688735276
2022-04-30 08:00:00,735829877665.6912,41.438606686724455
2022-05-01 08:00:00,719611115951.2947,41.95460417570153
2022-05-02 08:00:00,733294957352.5364,41.71719936836632
2022-05-03 08:00:00,733787526677.6703,41.75539885246488
2022-05-04 08:00:00,718542028695.8999,41.57183344718662
2022-05-05 08:00:00,755764276888.7715,41.44406755608667
2022-05-06 08:00:00,696020943881.887,40.99614514409058
2022-05-07 08:00:00,687093350325.4445,40.90671951750252
2022-05-08 08:00:00,678702448510.6605,41.1946395804786
2022-05-09 08:00:00,648514321641.9902,40.87057729457515
2022-05-10 08:00:00,576197842487.6378,41.009435106332255
2022-05-11 08:00:00,590644412746.6844,41.179260698065164
2022-05-12 08:00:00,549294001873.1765,43.13893906428473
2022-05-13 08:00:00,555266177876.6213,44.419157074291235
2022-05-14 08:00:00,558053182541.2809,43.630681263042995
2022-05-15 08:00:00,573777699744.01,43.77018273828425
2022-05-16 08:00:00,596346266888.6597,43.86445363831157
2022-05-17 08:00:00,569801943005.2971,43.934363689638104
2022-05-18 08:00:00,581272773175.8237,43.68461430888153
2022-05-19 08:00:00,547927169401.20306,43.98701727799931
2022-05-20 08:00:00,578678245847.8763,44.369959067446395
2022-05-21 08:00:00,557201657280.7389,44.021827120196996
2022-05-22 08:00:00,561696351558.8424,43.93195642675628
2022-05-23 08:00:00,578090387085.146,43.99940663795074
2022-05-24 08:00:00,555459414424.212,43.70798495426178
2022-05-25 08:00:00,564885248021.9939,43.91081321348086
2022-05-26 08:00:00,563577022957.9133,44.14040244263112
2022-05-27 08:00:00,559066076343.6685,45.224521929305766
2022-05-28 08:00:00,545752899521.8662,45.40618177763559
2022-05-29 08:00:00,554938694217.2793,45.13222291029389
2022-05-30 08:00:00,561771345708.952,45.227259544603896
2022-05-31 08:00:00,604926607440.7722,45.44878181382364
2022-06-01 08:00:00,607393396318.7885,45.7007218017654
2022-06-02 08:00:00,569001624438.0176,45.38268567170207
2022-06-03 08:00:00,580863150152.0535,45.61561504939189
2022-06-04 08:00:00,566275595800.1772,45.71963689239067
2022-06-05 08:00:00,568340135127.331,45.6033767962583
2022-06-06 08:00:00,570209935092.4275,45.65443439769935
2022-06-07 08:00:00,597966736176.5532,46.31498816224117
2022-06-08 08:00:00,597205650752.5386,46.60904584163962
2022-06-09 08:00:00,576238781341.3682,45.968100803059635
2022-06-10 08:00:00,573819802894.6453,45.86662927786681
2022-06-11 08:00:00,554622874799.0432,46.18264803842345
2022-06-12 08:00:00,540789214973.6274,46.95971475533958
2022-06-13 08:00:00,514202090511.0678,46.67517827657225
2022-06-14 08:00:00,429492202561.014,44.96370337377822
2022-06-15 08:00:00,423044474596.5387,44.37808887246541
2022-06-16 08:00:00,429887916884.8431,44.000378010443136
2022-06-17 08:00:00,389181727345.57733,43.65034064845914
2022-06-18 08:00:00,391441740414.39136,43.389548500340524
2022-06-19 08:00:00,362303884192.0101,42.724566433080014
2022-06-20 08:00:00,390555374756.5322,43.00523835051194
2022-06-21 08:00:00,392793374515.9921,42.919111547520096
2022-06-22 08:00:00,395059669321.2376,42.83448336101331
2022-06-23 08:00:00,381616262301.266,42.69579717836878
2022-06-24 08:00:00,402495826231.42053,42.828324053460925
2022-06-25 08:00:00,407086114490.3726,41.93446136303972
2022-06-26 08:00:00,410110791491.05475,42.06037524173346
2022-06-27 08:00:00,401645800330.4072,42.142131341604696
2022-06-28 08:00:00,395914576106.05786,41.93731290777901
2022-06-29 08:00:00,386606940573.39575,42.15341698707347
2022-06-30 08:00:00,384067866465.5609,42.38679583252531
2022-07-01 08:00:00,365984224323.45276,41.85181842105988
2022-07-02 08:00:00,370916529918.7163,41.98048108038597
2022-07-03 08:00:00,367706689137.568,41.80069853684591
2022-07-04 08:00:00,368549364135.05225,41.77571258061005
2022-07-05 08:00:00,386425176262.77844,42.01884730649296
2022-07-06 08:00:00,385301783065.72974,42.197145714464696
2022-07-07 08:00:00,392479833070.6018,42.105650881058686
2022-07-08 08:00:00,414055638573.8548,42.753340721318025
2022-07-09 08:00:00,417690286504.50726,42.99358201724163
2022-07-10 08:00:00,412459838738.2113,42.70520346364795
2022-07-11 08:00:00,398249545888.6735,42.53638997605555
2022-07-12 08:00:00,382000290322.39886,42.518955494974605
2022-07-13 08:00:00,370191767290.5106,42.29338828108357
2022-07-14 08:00:00,385462566548.9708,42.43155699832195
2022-07-15 08:00:00,393104346702.71136,42.08178282676694
2022-07-16 08:00:00,397285233065.65533,42.097797928001135
2022-07-17 08:00:00,404705642580.89075,41.49628653816018
2022-07-18 08:00:00,397660610560.5498,41.16874873209292
2022-07-19 08:00:00,425756736660.6174,40.88652416688829
2022-07-20 08:00:00,445889013251.1064,41.865408512943006
2022-07-21 08:00:00,446130012149.91077,42.32296705777948
2022-07-22 08:00:00,442379611364.02734,41.647800185229386
2022-07-23 08:00:00,433485926857.3929,41.6287090102411
2022-07-24 08:00:00,429803379587.55133,41.26207962726083
2022-07-25 08:00:00,433819662321.5266,41.08791445382688
2022-07-26 08:00:00,407480099599.8142,40.99192765930965
2022-07-27 08:00:00,405692421501.52716,41.151842873460346
2022-07-28 08:00:00,437193517021.8447,41.10886258723341
2022-07-29 08:00:00,454806622614.75885,41.23837133780457
2022-07-30 08:00:00,459609388579.5554,41.01347993293573
2022-07-31 08:00:00,451726702392.36206,41.00732425958512
2022-08-01 08:00:00,447051019373.1847,40.88079682963192
2022-08-02 08:00:00,445958949620.3002,41.11693123760666
2022-08-03 08:00:00,440954684720.7478,40.897614390522406
2022-08-04 08:00:00,437035641450.2815,40.7726659674068
2022-08-05 08:00:00,432420621055.8012,40.42254101200797
2022-08-06 08:00:00,443821669890.4801,40.14071424024803
2022-08-07 08:00:00,439414782173.18774,40.047998755678464
2022-08-08 08:00:00,442979379284.1196,40.07497552513743
2022-08-09 08:00:00,455450642522.25543,40.159799109371264
2022-08-10 08:00:00,443382534834.6949,40.16173713146735
2022-08-11 08:00:00,457270455537.3291,39.8199893808063
2022-08-12 08:00:00,458070674127.7904,39.77637681561509
2022-08-13 08:00:00,466765701334.6809,39.64729616847674
2022-08-14 08:00:00,467078368768.6749,39.529634767460536
2022-08-15 08:00:00,464896345363.0234,39.65743047290895
2022-08-16 08:00:00,462437221425.1544,39.80366353279873
2022-08-17 08:00:00,456791042838.03827,39.68016585307491
2022-08-18 08:00:00,447015816173.3428,39.69287614305039
2022-08-19 08:00:00,444845955425.38696,39.83416942705794
2022-08-20 08:00:00,400810425580.64777,39.34612258094097
2022-08-21 08:00:00,404924875533.8922,39.814559905382055
2022-08-22 08:00:00,413578924865.8514,39.70155221230406
2022-08-23 08:00:00,408409110509.79584,39.6132031180683
2022-08-24 08:00:00,412338357271.39594,39.42453845326227
2022-08-25 08:00:00,409503007623.01685,39.37299505551636
2022-08-26 08:00:00,413843488595.5175,39.27716985947485
2022-08-27 08:00:00,387215087166.7839,39.48015291083533
2022-08-28 08:00:00,383790676113.79205,39.27534717122375
2022-08-29 08:00:00,376180531070.6233,39.25691508195443
2022-08-30 08:00:00,389119405471.2333,39.04898566106423
2022-08-31 08:00:00,379555151404.602,38.77429451233325
2022-09-01 08:00:00,383348414528.78253,38.92407721061293
2022-09-02 08:00:00,385027707310.6654,38.72827271693454
2022-09-03 08:00:00,381788074511.76855,38.640438996290285
2022-09-04 08:00:00,379422449024.2574,38.54114410422534
2022-09-05 08:00:00,382421043401.0045,38.49024385122574
2022-09-06 08:00:00,378685143698.17633,38.08182972567719
2022-09-07 08:00:00,361210437263.86273,37.58146193700861
2022-09-08 08:00:00,369340091982.8708,37.35907145203886
2022-09-09 08:00:00,369723445425.44885,37.24352950419359
2022-09-10 08:00:00,408976281844.7646,38.73461605445074
2022-09-11 08:00:00,415974687298.0947,38.7173179847685
2022-09-12 08:00:00,416073628622.09485,38.89284200448573
2022-09-13 08:00:00,427473787888.3761,39.79905188184739
2022-09-14 08:00:00,386529657258.8565,38.760559503058644
2022-09-15 08:00:00,387486232249.80023,38.41911577466664
2022-09-16 08:00:00,377719382182.44714,38.92972368736846
2022-09-17 08:00:00,377988702161.6817,39.07670155612596
2022-09-18 08:00:00,385486747327.04944,39.05698267837351
2022-09-19 08:00:00,372598380208.27094,39.66295252902761
2022-09-20 08:00:00,374524246937.4287,39.29988207983718
2022-09-21 08:00:00,361980678159.1343,38.91096810051865
2022-09-22 08:00:00,355194467885.9514,39.07537956482882
2022-09-23 08:00:00,372075639498.16974,39.10915251699121
2022-09-24 08:00:00,370913140447.51636,38.8579742801159
2022-09-25 08:00:00,363168779956.3335,38.62027238350412
2022-09-26 08:00:00,360256894978.40894,38.68442619102305
2022-09-27 08:00:00,367613056759.2221,38.91307390417747
2022-09-28 08:00:00,366383164263.7157,38.907204958950956
2022-09-29 08:00:00,372892084645.0075,39.238425761894526
2022-09-30 08:00:00,374830625219.6003,39.29506345604021
2022-10-01 08:00:00,373222100680.7475,39.300951251861235
2022-10-02 08:00:00,370204708063.3375,39.284640311672526
2022-10-03 08:00:00,366195863790.6755,39.34843603130271
2022-10-04 08:00:00,375767908259.0832,39.5410940469101
2022-10-05 08:00:00,390177741507.47705,39.933716970233505
2022-10-06 08:00:00,386368899196.38165,39.787921286976605
2022-10-07 08:00:00,382505641462.15643,39.68483314397444
2022-10-08 08:00:00,373170861484.13965,39.24843565035872
2022-10-09 08:00:00,372391945609.07526,39.31415308729761
2022-10-10 08:00:00,372264710552.3351,39.1855177231827
2022-10-11 08:00:00,367207056773.2261,39.360878645802856
2022-10-12 08:00:00,365118514776.26794,39.44676913913543
2022-10-13 08:00:00,367301644901.367,39.499552798366885
2022-10-14 08:00:00,371647189087.47595,39.88421867210693
2022-10-15 08:00:00,367584653730.75476,39.65452396597391
2022-10-16 08:00:00,365870425566.52997,39.659864928859974
2022-10-17 08:00:00,369552982160.53754,39.669937588065196
2022-10-18 08:00:00,375052275829.7958,39.652173955029504
2022-10-19 08:00:00,371196833238.99286,39.6752670878071
2022-10-20 08:00:00,367085331987.69183,39.80888701499736
2022-10-21 08:00:00,365098952754.63934,39.760989072774514
2022-10-22 08:00:00,367999082249.1525,39.7277548521066
2022-10-23 08:00:00,368484939423.55475,39.61952379578015
2022-10-24 08:00:00,375197423662.3941,39.56413740664513
2022-10-25 08:00:00,370622833880.7626,39.57502909533881
2022-10-26 08:00:00,385476931983.84595,39.451134391236565
2022-10-27 08:00:00,398674628646.93066,39.417694952666004
2022-10-28 08:00:00,389238872375.6226,39.22408777690276
2022-10-29 08:00:00,395201306734.5831,39.06922804471446
2022-10-30 08:00:00,399135164712.3964,38.64827890785123
2022-10-31 08:00:00,395548335410.141,38.61893926779978
2022-11-01 08:00:00,393311097043.5727,38.378086531817665
2022-11-02 08:00:00,393218202887.5868,38.34953719036726
2022-11-03 08:00:00,387015867490.0914,38.466382705077166
2022-11-04 08:00:00,387756249891.6283,38.26740542186024
2022-11-05 08:00:00,405987599945.2726,38.03454505063282
2022-11-06 08:00:00,408892506459.0742,38.22454101086884
2022-11-07 08:00:00,401869336200.07385,38.54594713149407
2022-11-08 08:00:00,395168506455.3059,38.165003639386356
2022-11-09 08:00:00,356871594631.61395,38.125703758311715
2022-11-10 08:00:00,301963847693.52637,37.70446661173125
2022-11-11 08:00:00,336597208099.6668,37.52637921900902
2022-11-12 08:00:00,325921112619.09045,37.227282168648465
2022-11-13 08:00:00,322330608513.1628,37.58797923338103
2022-11-14 08:00:00,313605586517.2854,37.478697008025755
2022-11-15 08:00:00,320598982524.9025,37.58793084582484
2022-11-16 08:00:00,324608360619.00433,37.70552522404535
2022-11-17 08:00:00,320099234744.2721,37.828331881482015
2022-11-18 08:00:00,321287480849.7667,38.07127541931671
2022-11-19 08:00:00,320876918352.4405,37.859060778386535
2022-11-20 08:00:00,321151208473.7581,37.830509623283895
2022-11-21 08:00:00,313370674122.3842,38.20193631383236
2022-11-22 08:00:00,303834128504.1595,37.93558257572568
2022-11-23 08:00:00,311463297390.4882,37.99147602960643
2022-11-24 08:00:00,319494112507.07404,37.77406419588652
2022-11-25 08:00:00,318949911014.53784,37.58496990222231
2022-11-26 08:00:00,317919884011.3825,37.53600445375076
2022-11-27 08:00:00,316206865319.883,37.31792998107857
2022-11-28 08:00:00,316487666895.4407,37.30061114946492
2022-11-29 08:00:00,311810991501.448,37.47210519885778
2022-11-30 08:00:00,316170903326.0224,37.35748055223742
